#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
TH	JUN	1857346	1855436	9606.ENSP00000370571	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0.447	0.942
PTPN6	KDR	1859578	1845437	9606.ENSP00000391592	9606.ENSP00000263923	0	0	0	0	0.054	0.460	0.800	0.505	0.942
PDPK1	PIK3R1	1852785	1846375	9606.ENSP00000344220	9606.ENSP00000274335	0	0	0	0	0.081	0	0.900	0.424	0.942
PGR	MED1	1850711	1848202	9606.ENSP00000325120	9606.ENSP00000300651	0	0	0	0	0.055	0.150	0.900	0.368	0.942
XRCC3	POLE	1852691	1850463	9606.ENSP00000343392	9606.ENSP00000322570	0	0	0	0	0.131	0.183	0.900	0.280	0.942
MYC	TSC2	1856789	1842755	9606.ENSP00000367207	9606.ENSP00000219476	0	0	0	0	0	0	0.900	0.445	0.942
FOS	IL1A	1848822	1845334	9606.ENSP00000306245	9606.ENSP00000263339	0	0	0	0	0.054	0	0.900	0.442	0.942
TRADD	TAB2	1852436	1847005	9606.ENSP00000341268	9606.ENSP00000286332	0	0	0	0	0.050	0	0.900	0.440	0.942
NR1H4	MED1	1862381	1848202	9606.ENSP00000447149	9606.ENSP00000300651	0	0	0	0	0.052	0.150	0.900	0.368	0.942
ANAPC7	NEK2	1859796	1854493	9606.ENSP00000394394	9606.ENSP00000355966	0	0	0	0	0.050	0.359	0.900	0.160	0.942
MAPK10	WNT5A	1853804	1845576	9606.ENSP00000352157	9606.ENSP00000264634	0	0	0	0	0.053	0	0.900	0.437	0.942
IGF1	KNG1	1848439	1845668	9606.ENSP00000302665	9606.ENSP00000265023	0	0	0	0	0.054	0	0.900	0.443	0.942
NR1H3	APOA1	1859317	1843442	9606.ENSP00000387946	9606.ENSP00000236850	0	0	0	0	0.053	0	0.900	0.442	0.942
MAPK1	VCL	1842512	1842472	9606.ENSP00000215832	9606.ENSP00000211998	0	0	0	0	0	0	0.900	0.447	0.942
NPS	F2	1858560	1849080	9606.ENSP00000381105	9606.ENSP00000308541	0	0	0	0	0	0	0.900	0.448	0.942
SMAD5	TGFBR2	1862200	1853779	9606.ENSP00000441954	9606.ENSP00000351905	0	0	0	0	0.057	0.073	0.900	0.416	0.942
CCR5	CCR2	1847342	1847341	9606.ENSP00000292303	9606.ENSP00000292301	0	0	0	0.974	0.199	0.324	0.900	0.951	0.942
RHOA	TGFBR1	1860210	1856216	9606.ENSP00000400175	9606.ENSP00000364133	0	0	0	0	0.047	0.152	0.900	0.370	0.942
KDR	EPAS1	1845437	1845404	9606.ENSP00000263923	9606.ENSP00000263734	0	0	0	0	0.054	0	0.900	0.443	0.942
SMURF2	AXIN1	1845144	1845118	9606.ENSP00000262435	9606.ENSP00000262320	0	0	0	0	0.069	0.290	0.900	0.225	0.942
IGF2	CDH1	1859600	1844988	9606.ENSP00000391826	9606.ENSP00000261769	0	0	0	0	0	0	0.900	0.444	0.942
EP300	EPO	1845316	1844154	9606.ENSP00000263253	9606.ENSP00000252723	0	0	0	0	0	0.093	0.900	0.414	0.942
NPS	RAMP1	1858560	1844311	9606.ENSP00000381105	9606.ENSP00000254661	0	0	0	0	0	0	0.900	0.445	0.942
MAPK3	PLCG1	1845265	1843693	9606.ENSP00000263025	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.448	0.942
FANCG	RPA1	1856907	1844316	9606.ENSP00000367910	9606.ENSP00000254719	0	0	0	0	0.092	0.359	0.900	0.123	0.942
CREB1	DUSP1	1859295	1843515	9606.ENSP00000387699	9606.ENSP00000239223	0	0	0	0	0.054	0	0.900	0.444	0.942
EXO1	TP53	1849472	1846083	9606.ENSP00000311873	9606.ENSP00000269305	0	0	0	0	0.060	0	0.900	0.440	0.942
HRAS	F2	1849235	1849080	9606.ENSP00000309845	9606.ENSP00000308541	0	0	0	0	0	0.044	0.900	0.451	0.942
JAK3	BCL2	1859586	1851168	9606.ENSP00000391676	9606.ENSP00000329623	0	0	0	0	0	0.045	0.900	0.442	0.942
LEP	STAT5B	1849557	1847405	9606.ENSP00000312652	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.444	0.942
PIK3CD	MAPK1	1856668	1842512	9606.ENSP00000366563	9606.ENSP00000215832	0	0	0	0	0.054	0.170	0	0.932	0.942
JAK3	MYC	1859586	1856789	9606.ENSP00000391676	9606.ENSP00000367207	0	0	0	0	0	0.065	0.900	0.437	0.942
LYN	MAPK8	1861765	1853988	9606.ENSP00000428924	9606.ENSP00000353483	0	0	0.376	0.629	0.055	0.124	0.900	0.714	0.942
ORM1	SERPINE1	1844690	1842959	9606.ENSP00000259396	9606.ENSP00000223095	0	0	0	0	0.065	0.360	0.900	0.158	0.942
LEPR	IL6	1851253	1844631	9606.ENSP00000330393	9606.ENSP00000258743	0	0	0	0	0	0	0.800	0.725	0.942
VWF	TGFB1	1844904	1842869	9606.ENSP00000261405	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.449	0.942
PTPN6	PIK3R1	1859578	1846375	9606.ENSP00000391592	9606.ENSP00000274335	0	0	0	0	0	0.384	0.900	0.142	0.942
LYN	FOS	1861765	1848822	9606.ENSP00000428924	9606.ENSP00000306245	0	0	0	0	0	0.090	0.900	0.421	0.942
MMP1	IGF1	1850481	1848439	9606.ENSP00000322788	9606.ENSP00000302665	0	0	0	0	0.046	0	0.900	0.449	0.942
IRS1	PRL	1848682	1848376	9606.ENSP00000304895	9606.ENSP00000302150	0	0	0	0	0	0	0.900	0.445	0.942
SREBF2	PPARG	1854125	1847090	9606.ENSP00000354476	9606.ENSP00000287820	0	0	0	0	0	0	0.900	0.444	0.942
SMAD4	CDK4	1852473	1844551	9606.ENSP00000341551	9606.ENSP00000257904	0	0	0	0	0.050	0	0.900	0.446	0.942
GRB2	IL6	1852164	1844631	9606.ENSP00000339007	9606.ENSP00000258743	0	0	0	0	0	0	0.900	0.448	0.942
RPA2	RBBP8	1856012	1850507	9606.ENSP00000363021	9606.ENSP00000323050	0	0	0	0	0.052	0	0.900	0.442	0.942
FGA	ITGA2B	1848835	1845134	9606.ENSP00000306361	9606.ENSP00000262407	0	0	0	0	0	0.360	0.900	0.168	0.942
BCAR1	PIK3CA	1859585	1845446	9606.ENSP00000391669	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.449	0.942
NR1H3	PPARGC1A	1859317	1845634	9606.ENSP00000387946	9606.ENSP00000264867	0	0	0	0	0	0.170	0.900	0.366	0.942
HBEGF	MMP2	1843270	1842719	9606.ENSP00000230990	9606.ENSP00000219070	0	0	0	0	0.054	0	0.900	0.441	0.942
VEGFA	IL6	1855611	1844631	9606.ENSP00000361125	9606.ENSP00000258743	0	0	0	0	0.049	0	0	0.941	0.941
RELA	BAX	1858923	1847402	9606.ENSP00000384273	9606.ENSP00000293288	0	0	0	0	0	0	0.900	0.442	0.941
VEGFA	TP53	1855611	1846083	9606.ENSP00000361125	9606.ENSP00000269305	0	0	0	0	0	0	0	0.941	0.941
PIK3R1	PLCG1	1846375	1843693	9606.ENSP00000274335	9606.ENSP00000244007	0	0	0	0.612	0.069	0.326	0.900	0.400	0.941
CBL	INS	1845465	1844030	9606.ENSP00000264033	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.443	0.941
FOS	IL13	1848822	1848685	9606.ENSP00000306245	9606.ENSP00000304915	0	0	0	0	0	0	0.900	0.440	0.941
HSP90AA1	CDK4	1851814	1844551	9606.ENSP00000335153	9606.ENSP00000257904	0	0	0	0	0.054	0.801	0	0.712	0.941
REV3L	POLD3	1853756	1845392	9606.ENSP00000351697	9606.ENSP00000263681	0	0	0	0	0.208	0.170	0.900	0.216	0.941
GCG	KNG1	1859292	1845668	9606.ENSP00000387662	9606.ENSP00000265023	0	0	0	0	0	0	0.900	0.441	0.941
SHC1	MAP2K2	1860266	1845250	9606.ENSP00000401303	9606.ENSP00000262948	0	0	0	0	0.056	0	0.900	0.434	0.941
EPS15	EGF	1855539	1845705	9606.ENSP00000360798	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.442	0.941
F8	SERPINE1	1853973	1842959	9606.ENSP00000353393	9606.ENSP00000223095	0	0	0	0	0	0	0.900	0.437	0.941
JAK1	MAPK3	1852670	1845265	9606.ENSP00000343204	9606.ENSP00000263025	0	0	0	0.648	0.065	0.292	0.900	0.560	0.941
PTPN1	IGF1	1855520	1848439	9606.ENSP00000360683	9606.ENSP00000302665	0	0	0	0	0	0	0.900	0.442	0.941
MAPK8	FZD2	1853988	1850594	9606.ENSP00000353483	9606.ENSP00000323901	0	0	0	0	0.054	0.169	0.900	0.340	0.941
TCF7L2	AR	1862284	1856164	9606.ENSP00000444972	9606.ENSP00000363822	0	0	0	0	0	0.375	0.900	0.143	0.941
MAPK8	MAPK14	1853988	1843222	9606.ENSP00000353483	9606.ENSP00000229794	0	0	0.354	0.935	0.092	0.360	0.900	0.923	0.941
SMURF1	TGFB1	1854172	1842869	9606.ENSP00000354621	9606.ENSP00000221930	0	0	0	0	0.042	0.101	0.900	0.400	0.941
VWF	HGF	1844904	1842916	9606.ENSP00000261405	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.443	0.941
LPL	NR3C1	1849220	1843294	9606.ENSP00000309757	9606.ENSP00000231509	0	0	0	0	0	0	0.900	0.440	0.941
IGF1	AKT1	1848439	1846136	9606.ENSP00000302665	9606.ENSP00000270202	0	0	0	0	0	0	0	0.941	0.941
F2R	KNG1	1850333	1845668	9606.ENSP00000321326	9606.ENSP00000265023	0	0	0	0	0	0	0.900	0.443	0.941
STAT1	STAT5B	1854113	1847405	9606.ENSP00000354394	9606.ENSP00000293328	0	0	0	0.762	0	0.285	0.900	0.917	0.941
GP1BA	KNG1	1851142	1845668	9606.ENSP00000329380	9606.ENSP00000265023	0	0	0	0	0	0.360	0.900	0.160	0.941
KLK3	CCND1	1849687	1843117	9606.ENSP00000314151	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.441	0.941
BMP7	BMP4	1858342	1843758	9606.ENSP00000379204	9606.ENSP00000245451	0	0	0	0.804	0.054	0.296	0.900	0.954	0.941
IGF2	MMP2	1859600	1842719	9606.ENSP00000391826	9606.ENSP00000219070	0	0	0	0	0.051	0	0.900	0.432	0.941
VWF	SERPIND1	1844904	1842498	9606.ENSP00000261405	9606.ENSP00000215727	0	0	0	0	0	0	0.900	0.441	0.941
FLT1	FLT4	1846791	1845029	9606.ENSP00000282397	9606.ENSP00000261937	0	0	0	0.898	0.053	0.380	0.900	0.832	0.941
BID	CYCS	1850081	1848998	9606.ENSP00000318822	9606.ENSP00000307786	0	0	0	0	0	0	0.900	0.440	0.941
FEN1	MSH6	1848737	1843401	9606.ENSP00000305480	9606.ENSP00000234420	0.064	0	0	0	0.300	0.808	0	0.588	0.941
ITGA2B	CD9	1845134	1842159	9606.ENSP00000262407	9606.ENSP00000009180	0	0	0	0	0	0	0.900	0.439	0.941
IGF2R	EGF	1853441	1845705	9606.ENSP00000349437	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.441	0.941
CDK1	MAP2K1	1858283	1848411	9606.ENSP00000378699	9606.ENSP00000302486	0	0	0.264	0.725	0.100	0.174	0.900	0.809	0.941
CDK1	MCM3	1858283	1843226	9606.ENSP00000378699	9606.ENSP00000229854	0	0	0	0	0.728	0.139	0	0.768	0.941
DVL1	DVL3	1856946	1849842	9606.ENSP00000368169	9606.ENSP00000316054	0	0	0	0.960	0.053	0.407	0.900	0.855	0.941
BID	GZMB	1850081	1842586	9606.ENSP00000318822	9606.ENSP00000216341	0	0	0	0	0	0.329	0.900	0.199	0.941
INSR	EGF	1848574	1845705	9606.ENSP00000303830	9606.ENSP00000265171	0	0	0	0	0	0	0.800	0.718	0.941
HES5	MAML1	1856871	1847370	9606.ENSP00000367714	9606.ENSP00000292599	0	0	0	0	0	0	0.900	0.442	0.941
MAPK9	IL2	1859420	1843096	9606.ENSP00000389338	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.441	0.941
FOXO3	KAT2B	1852227	1845408	9606.ENSP00000339527	9606.ENSP00000263754	0	0	0	0	0.210	0.069	0.900	0.298	0.941
CD36	PPARGC1A	1849038	1845634	9606.ENSP00000308165	9606.ENSP00000264867	0	0	0	0	0	0	0.900	0.441	0.941
CASP8	TP53	1853692	1846083	9606.ENSP00000351273	9606.ENSP00000269305	0	0	0	0	0.103	0.329	0	0.910	0.941
CREB1	CDKN1A	1859295	1843736	9606.ENSP00000387699	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0.442	0.941
TNFRSF1B	RIPK1	1856466	1844726	9606.ENSP00000365435	9606.ENSP00000259808	0	0	0	0	0	0.336	0.900	0.194	0.941
BMPR1B	SMURF2	1845568	1845144	9606.ENSP00000264568	9606.ENSP00000262435	0	0	0	0	0.052	0.263	0.900	0.256	0.941
BAX	EP300	1847402	1845316	9606.ENSP00000293288	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0.441	0.941
H6PD	GAPDH	1856677	1843185	9606.ENSP00000366620	9606.ENSP00000229239	0.071	0	0	0	0.085	0	0.800	0.695	0.941
KDR	PXN	1845437	1843137	9606.ENSP00000263923	9606.ENSP00000228307	0	0	0	0	0	0.094	0.900	0.405	0.941
JAK1	EPO	1852670	1844154	9606.ENSP00000343204	9606.ENSP00000252723	0	0	0	0	0	0	0.800	0.720	0.941
MED1	PPARGC1A	1848202	1845634	9606.ENSP00000300651	9606.ENSP00000264867	0	0	0	0	0	0.329	0.900	0.192	0.941
TAB2	BIRC2	1847005	1843127	9606.ENSP00000286332	9606.ENSP00000227758	0	0	0	0	0.105	0	0.900	0.397	0.941
TAC1	F2	1850311	1849080	9606.ENSP00000321106	9606.ENSP00000308541	0	0	0	0	0	0	0.900	0.442	0.941
TGFA	TP53	1847571	1846083	9606.ENSP00000295400	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.440	0.941
BCL2L11	BID	1858084	1850081	9606.ENSP00000376943	9606.ENSP00000318822	0	0	0	0	0	0.324	0.800	0.600	0.941
H2AFX	CCND1	1856252	1843117	9606.ENSP00000364310	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.443	0.941
IL8	POMC	1848852	1845600	9606.ENSP00000306512	9606.ENSP00000264708	0	0	0	0	0	0	0.900	0.443	0.941
GNB2L1	TCEB2	1861691	1845114	9606.ENSP00000426909	9606.ENSP00000262306	0	0	0	0	0.054	0.326	0.900	0.190	0.941
ORM2	FGA	1859839	1848835	9606.ENSP00000394936	9606.ENSP00000306361	0	0	0	0	0.413	0	0.900	0.090	0.941
BAX	SIRT1	1847402	1842473	9606.ENSP00000293288	9606.ENSP00000212015	0	0	0	0	0	0	0.900	0.443	0.941
MYC	WNT5A	1856789	1845576	9606.ENSP00000367207	9606.ENSP00000264634	0	0	0	0	0	0	0.900	0.441	0.941
CDC42	AKT1	1849707	1846136	9606.ENSP00000314458	9606.ENSP00000270202	0	0	0	0	0.065	0.176	0	0.929	0.941
CTNNB1	CDKN1B	1852818	1843169	9606.ENSP00000344456	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0.440	0.941
KNG1	TGFB1	1845668	1842869	9606.ENSP00000265023	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.441	0.941
TF	IGF2R	1859071	1853441	9606.ENSP00000385834	9606.ENSP00000349437	0	0	0	0	0	0	0.900	0.443	0.941
EPO	NFKB1	1844154	1843094	9606.ENSP00000252723	9606.ENSP00000226574	0	0	0	0	0	0	0.900	0.441	0.941
F5	SERPINE1	1854661	1842959	9606.ENSP00000356771	9606.ENSP00000223095	0	0	0	0	0	0	0.900	0.437	0.941
CASP3	RIPK1	1849375	1844726	9606.ENSP00000311032	9606.ENSP00000259808	0	0	0	0	0	0	0.900	0.443	0.941
RPA2	RAD18	1856012	1845644	9606.ENSP00000363021	9606.ENSP00000264926	0	0	0	0	0.072	0.292	0.900	0.214	0.941
BTRC	TCF7	1855188	1852316	9606.ENSP00000359206	9606.ENSP00000340347	0	0	0	0	0.056	0.293	0.900	0.230	0.941
PARP1	TP53	1854450	1846083	9606.ENSP00000355759	9606.ENSP00000269305	0	0	0	0	0.092	0.360	0	0.905	0.941
XIAP	BIRC3	1853225	1845359	9606.ENSP00000347858	9606.ENSP00000263464	0	0	0	0.838	0	0.360	0.900	0.800	0.941
FN1	EGF	1853098	1845705	9606.ENSP00000346839	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.436	0.941
RELA	IL1R1	1858923	1843374	9606.ENSP00000384273	9606.ENSP00000233946	0	0	0	0	0	0	0.900	0.443	0.941
CBL	IL2	1845465	1843096	9606.ENSP00000264033	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.441	0.941
TCF7L2	BTRC	1862284	1855188	9606.ENSP00000444972	9606.ENSP00000359206	0	0	0	0	0.056	0.293	0.900	0.225	0.941
PIK3CG	FLT4	1853801	1845029	9606.ENSP00000352121	9606.ENSP00000261937	0	0	0	0	0.055	0.112	0.800	0.689	0.941
FGFR1	CRK	1859710	1848191	9606.ENSP00000393312	9606.ENSP00000300574	0	0	0	0	0.053	0.643	0.800	0.231	0.941
ILK	ITGAV	1848060	1844842	9606.ENSP00000299421	9606.ENSP00000261023	0	0	0	0	0	0.285	0.900	0.250	0.941
PIK3R1	CDH2	1846375	1846066	9606.ENSP00000274335	9606.ENSP00000269141	0	0	0	0	0	0.400	0.900	0.107	0.941
JAK3	BCL2L1	1859586	1848421	9606.ENSP00000391676	9606.ENSP00000302564	0	0	0	0	0	0.045	0.900	0.433	0.941
FOXO4	TP53	1856074	1846083	9606.ENSP00000363377	9606.ENSP00000269305	0	0	0	0	0.042	0	0.900	0.441	0.941
EXO1	BARD1	1849472	1844829	9606.ENSP00000311873	9606.ENSP00000260947	0	0	0	0	0.195	0	0.900	0.331	0.941
ITGAM	FGG	1862188	1851932	9606.ENSP00000441691	9606.ENSP00000336829	0	0	0	0	0.057	0.360	0.900	0.140	0.941
TIMP3	SERPINE1	1845855	1842959	9606.ENSP00000266085	9606.ENSP00000223095	0	0	0	0	0	0	0.900	0.441	0.941
TGFBR2	SMURF2	1853779	1845144	9606.ENSP00000351905	9606.ENSP00000262435	0	0	0	0	0.045	0.324	0.900	0.198	0.941
XRCC3	BARD1	1852691	1844829	9606.ENSP00000343392	9606.ENSP00000260947	0	0	0	0	0.054	0.052	0.900	0.424	0.941
RARA	NR3C1	1844268	1843294	9606.ENSP00000254066	9606.ENSP00000231509	0	0	0	0.654	0	0.360	0.900	0.393	0.941
MYC	NCOA3	1856789	1855597	9606.ENSP00000367207	9606.ENSP00000361066	0	0	0	0	0	0	0.900	0.443	0.941
CYP17A1	CYP11B2	1855129	1850775	9606.ENSP00000358903	9606.ENSP00000325822	0	0	0	0.626	0.223	0	0.900	0.742	0.941
BRCA2	POLH	1857163	1855646	9606.ENSP00000369497	9606.ENSP00000361310	0	0	0	0	0.056	0.326	0.900	0.189	0.941
JAK3	JAK1	1859586	1852670	9606.ENSP00000391676	9606.ENSP00000343204	0	0	0	0.898	0.078	0.360	0.900	0.886	0.941
KNG1	PIK3CA	1845668	1845446	9606.ENSP00000265023	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.441	0.941
SHC1	RHOA	1860266	1860210	9606.ENSP00000401303	9606.ENSP00000400175	0	0	0	0	0.053	0	0.900	0.421	0.940
SOS1	JAK2	1858968	1857411	9606.ENSP00000384675	9606.ENSP00000371067	0	0	0	0	0.206	0.102	0.900	0.265	0.940
RFC1	ERCC5	1857450	1853241	9606.ENSP00000371321	9606.ENSP00000347978	0	0	0	0	0.113	0.164	0.900	0.290	0.940
RHOA	ITGB3	1860210	1845040	9606.ENSP00000400175	9606.ENSP00000262017	0	0	0	0	0.056	0	0.900	0.424	0.940
CXCR2	CCL2	1850165	1843055	9606.ENSP00000319635	9606.ENSP00000225831	0	0	0	0	0.043	0	0.800	0.715	0.940
LYN	IL8	1861765	1848852	9606.ENSP00000428924	9606.ENSP00000306512	0	0	0	0	0.053	0	0.900	0.424	0.940
IL1B	IL1RN	1845335	1844670	9606.ENSP00000263341	9606.ENSP00000259206	0	0	0	0.693	0.215	0	0.900	0.894	0.940
TCEB1	EPAS1	1846927	1845404	9606.ENSP00000284811	9606.ENSP00000263734	0	0	0	0	0	0	0.900	0.430	0.940
PIK3CG	CASP9	1853801	1851230	9606.ENSP00000352121	9606.ENSP00000330237	0	0	0	0	0	0	0.800	0.712	0.940
RAF1	NFKB1	1844086	1843094	9606.ENSP00000251849	9606.ENSP00000226574	0	0	0	0	0.064	0.067	0.900	0.397	0.940
JAK1	MAPK14	1852670	1843222	9606.ENSP00000343204	9606.ENSP00000229794	0	0	0	0.647	0.128	0.292	0.900	0.338	0.940
IL6	INS	1844631	1844030	9606.ENSP00000258743	9606.ENSP00000250971	0	0	0	0	0	0	0	0.940	0.940
SHC1	HBEGF	1860266	1843270	9606.ENSP00000401303	9606.ENSP00000230990	0	0	0	0	0	0	0.900	0.430	0.940
CASP9	PIK3CB	1851230	1847156	9606.ENSP00000330237	9606.ENSP00000289153	0	0	0	0	0	0	0.800	0.712	0.940
TAB2	SMAD7	1847005	1845078	9606.ENSP00000286332	9606.ENSP00000262158	0	0	0	0	0	0.336	0.900	0.181	0.940
DTL	USP1	1854490	1852710	9606.ENSP00000355958	9606.ENSP00000343526	0	0	0	0	0.243	0	0.900	0.277	0.940
DKK1	FZD2	1856024	1850594	9606.ENSP00000363081	9606.ENSP00000323901	0	0	0	0	0	0.097	0.900	0.394	0.940
H6PD	TPI1	1856677	1843191	9606.ENSP00000366620	9606.ENSP00000229270	0.051	0	0	0	0.100	0	0.800	0.694	0.940
BRCA1	CDKN1B	1861387	1843169	9606.ENSP00000418960	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0.431	0.940
NLK	CREBBP	1858963	1845124	9606.ENSP00000384625	9606.ENSP00000262367	0	0	0	0	0.065	0.344	0.900	0.148	0.940
GNB2L1	HSP90AA1	1861691	1851814	9606.ENSP00000426909	9606.ENSP00000335153	0	0	0	0	0.142	0	0.900	0.359	0.940
ITGA2B	VCL	1845134	1842472	9606.ENSP00000262407	9606.ENSP00000211998	0	0	0	0	0.063	0	0.900	0.414	0.940
RFC5	LIG3	1860712	1856884	9606.ENSP00000408295	9606.ENSP00000367787	0	0	0	0	0.144	0.118	0.900	0.299	0.940
CREBBP	MAPK14	1845124	1843222	9606.ENSP00000262367	9606.ENSP00000229794	0	0	0	0	0.138	0.110	0.900	0.315	0.940
GLI2	AKT1	1854160	1846136	9606.ENSP00000354586	9606.ENSP00000270202	0	0	0	0	0.054	0.097	0.900	0.390	0.940
AKR1C3	CYP17A1	1857244	1855129	9606.ENSP00000369927	9606.ENSP00000358903	0	0	0	0	0.055	0.042	0.900	0.420	0.940
POLE	PRKDC	1850463	1849621	9606.ENSP00000322570	9606.ENSP00000313420	0	0	0	0	0.121	0.116	0.900	0.330	0.940
STAT5A	LEP	1852428	1849557	9606.ENSP00000341208	9606.ENSP00000312652	0	0	0	0	0	0	0.900	0.431	0.940
MAML1	CREBBP	1847370	1845124	9606.ENSP00000292599	9606.ENSP00000262367	0	0	0	0	0.086	0.381	0.900	0.066	0.940
MED1	CREBBP	1848202	1845124	9606.ENSP00000300651	9606.ENSP00000262367	0	0	0	0	0.101	0.047	0.900	0.386	0.940
JAK3	HRAS	1859586	1849235	9606.ENSP00000391676	9606.ENSP00000309845	0	0	0	0	0.046	0.170	0.900	0.342	0.940
CDK1	SRC	1858283	1853652	9606.ENSP00000378699	9606.ENSP00000350941	0	0	0.254	0.685	0.067	0.170	0.900	0.763	0.940
PRKAA1	PPARGC1A	1853021	1845634	9606.ENSP00000346148	9606.ENSP00000264867	0	0	0	0	0.048	0.285	0.800	0.615	0.940
BRCA1	KLK3	1861387	1849687	9606.ENSP00000418960	9606.ENSP00000314151	0	0	0	0	0	0	0.900	0.427	0.940
LIG3	RPA2	1856884	1856012	9606.ENSP00000367787	9606.ENSP00000363021	0	0	0	0	0.226	0.140	0.900	0.211	0.940
BMP2	SHH	1856935	1847842	9606.ENSP00000368104	9606.ENSP00000297261	0	0	0	0	0.050	0.295	0	0.918	0.940
CYP21A2	CYP11B2	1860743	1850775	9606.ENSP00000408860	9606.ENSP00000325822	0	0	0	0.635	0.219	0	0.900	0.741	0.940
ADIPOQ	RETN	1850277	1842846	9606.ENSP00000320709	9606.ENSP00000221515	0	0	0	0	0.093	0	0	0.937	0.940
PIK3CD	FLT4	1856668	1845029	9606.ENSP00000366563	9606.ENSP00000261937	0	0	0	0	0.055	0.110	0.800	0.689	0.940
NCOA2	CTNNB1	1860191	1852818	9606.ENSP00000399968	9606.ENSP00000344456	0	0	0	0	0	0.360	0.900	0.142	0.940
MTOR	TP53	1854147	1846083	9606.ENSP00000354558	9606.ENSP00000269305	0	0	0	0	0	0.376	0	0.908	0.940
STAT1	EPOR	1854113	1842887	9606.ENSP00000354394	9606.ENSP00000222139	0	0	0	0	0	0	0.900	0.430	0.940
FOXO1	FOXO4	1857055	1856074	9606.ENSP00000368880	9606.ENSP00000363377	0	0	0	0.865	0	0.360	0.900	0.826	0.940
PIK3CB	FLT4	1847156	1845029	9606.ENSP00000289153	9606.ENSP00000261937	0	0	0	0	0.055	0.110	0.800	0.689	0.940
LIG3	RFC2	1856884	1842227	9606.ENSP00000367787	9606.ENSP00000055077	0	0	0	0	0.144	0.118	0.900	0.309	0.940
RAD51C	POLE	1851908	1850463	9606.ENSP00000336701	9606.ENSP00000322570	0	0	0	0	0.058	0.183	0.900	0.313	0.940
MMP9	ITGB2	1855661	1848511	9606.ENSP00000361405	9606.ENSP00000303242	0	0	0	0	0.243	0	0.900	0.272	0.940
RFC5	KIAA0101	1860712	1848123	9606.ENSP00000408295	9606.ENSP00000300035	0	0	0	0	0.432	0	0.900	0	0.940
CDK4	MLH1	1844551	1843304	9606.ENSP00000257904	9606.ENSP00000231790	0	0	0	0	0.128	0.065	0.900	0.360	0.940
CASP9	PIK3CA	1851230	1845446	9606.ENSP00000330237	9606.ENSP00000263967	0	0	0	0	0	0	0.800	0.712	0.940
UBA52	TP53	1859324	1846083	9606.ENSP00000388107	9606.ENSP00000269305	0	0	0	0	0	0.287	0.900	0.237	0.940
PPARGC1B	ESRRA	1849556	1842111	9606.ENSP00000312649	9606.ENSP00000000442	0	0	0	0	0.053	0.067	0.900	0.410	0.940
SERPINA5	FGB	1851559	1848806	9606.ENSP00000333203	9606.ENSP00000306099	0	0	0	0	0.100	0.360	0.900	0.081	0.940
HRAS	VCL	1849235	1842472	9606.ENSP00000309845	9606.ENSP00000211998	0	0	0	0	0	0.097	0.900	0.389	0.940
CTNND1	EGF	1858683	1845705	9606.ENSP00000382004	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.431	0.940
PIK3CD	CASP9	1856668	1851230	9606.ENSP00000366563	9606.ENSP00000330237	0	0	0	0	0	0	0.800	0.712	0.940
ARAF	KSR1	1856599	1850519	9606.ENSP00000366244	9606.ENSP00000323178	0	0	0	0.708	0.054	0.292	0.900	0.653	0.940
UBA52	NOTCH1	1859324	1846535	9606.ENSP00000388107	9606.ENSP00000277541	0	0	0	0	0.049	0.171	0.900	0.337	0.940
POLA1	PKM	1856974	1850212	9606.ENSP00000368349	9606.ENSP00000320171	0	0	0	0	0.052	0	0.900	0.418	0.940
BIRC3	BIRC2	1845359	1843127	9606.ENSP00000263464	9606.ENSP00000227758	0	0	0	0.979	0.169	0.325	0.900	0.790	0.940
CDC42	PLK1	1849707	1848135	9606.ENSP00000314458	9606.ENSP00000300093	0	0	0	0	0.051	0.171	0.900	0.333	0.940
